season,team_id,team_name,player_id,Name,position_code,POS,G,GS,GO,airOuts,R,2B,3B,HR,K,BB,IBB,H,HBP,AVG,AB,OBP,SLG,OPS,CS,SB,SB%,GIDP,numP,ERA,IP,W,L,SV,SVOpp,HLD,BS,ER,WHIP,BF,Outs,GPitched,CG,SHO,Str,Str%,HBP,BK,WP,pickOffs,TB,GO/FO,W%,P/IP,GF,K/BB,K/9,BB/9,H/9,R/9,HR/9,inheritedRunners,inheritedRunnersScored,catchersInterference,sacBunts,SF,team,QS
2024,673,Aguilas de Mexicali,676362,Gabriel Ponce,1,"SP, RP",5,1,7,5,0,0,0,0,12,2,0,4,0,0.148,27,0.207,0.148,0.355,0,1,100.0,0,121,0.0,8.0,0,0,0,0,2,0,0,0.75,30,24,5,0,0,83,0.69,0,0,1,0,4,1.4,,15.13,1,6.0,13.5,2.25,4.5,0.0,0.0,3,0,0,1,0,MXC,0
2024,673,Aguilas de Mexicali,644425,Jake Sanchez,1,RP,18,0,15,18,3,1,1,0,19,6,0,13,0,0.203,64,0.271,0.25,0.521,0,4,100.0,1,304,1.56,17.1,0,1,12,13,0,1,3,1.1,71,52,18,0,0,193,0.63,0,0,0,0,16,0.83,0.0,17.54,16,3.17,9.87,3.12,6.75,1.56,0.0,1,1,0,1,0,MXC,0
2024,673,Aguilas de Mexicali,672911,Jesus Cruz,1,RP,16,0,4,18,3,0,1,0,25,8,1,8,1,0.148,54,0.266,0.185,0.451,1,1,50.0,0,301,1.69,16.0,3,0,0,1,9,1,3,1.0,64,48,16,0,0,195,0.65,1,0,2,0,10,0.22,1.0,18.81,2,3.13,14.06,4.5,4.5,1.69,0.0,1,0,0,0,1,MXC,0
2024,673,Aguilas de Mexicali,547862,David Reyes,1,SP,8,8,46,59,13,8,0,1,36,6,0,39,3,0.223,175,0.258,0.286,0.544,2,1,33.3,2,691,2.27,47.2,4,2,0,0,0,0,12,0.94,189,143,8,0,0,451,0.65,3,0,1,0,50,0.78,0.667,14.5,0,6.0,6.8,1.13,7.36,2.45,0.19,0,0,0,3,2,MXC,3
2024,673,Aguilas de Mexicali,681871,Eli Villalobos,1,RP,20,0,15,16,4,3,0,0,12,5,0,10,0,0.192,52,0.263,0.25,0.513,0,2,100.0,2,228,2.4,15.0,3,0,0,0,6,0,4,1.0,58,45,20,0,0,142,0.62,0,0,1,0,13,0.94,1.0,15.2,2,2.4,7.2,3.0,6.0,2.4,0.0,14,3,0,1,0,MXC,0
2024,673,Aguilas de Mexicali,667904,Jose Isidro Marquez,1,RP,16,0,16,7,5,1,0,0,17,8,0,13,2,0.255,51,0.377,0.275,0.652,1,1,50.0,1,258,2.57,14.0,0,1,0,0,3,0,4,1.5,63,42,16,0,0,151,0.59,2,0,2,0,14,2.29,0.0,18.43,2,2.13,10.93,5.14,8.36,3.21,0.0,5,2,0,2,0,MXC,0
2024,673,Aguilas de Mexicali,683138,Fernando Lozano,1,SP,7,7,44,37,12,6,0,2,29,13,0,29,1,0.212,137,0.281,0.299,0.58,2,3,60.0,4,586,2.79,38.2,3,2,0,0,0,0,12,1.09,153,116,7,0,0,349,0.6,1,0,0,0,41,1.19,0.6,15.16,0,2.23,6.75,3.03,6.75,2.79,0.47,0,0,0,0,2,MXC,2
2024,673,Aguilas de Mexicali,622747,Eduardo Vera,1,SP,7,7,39,30,13,5,1,3,40,8,0,23,1,0.18,128,0.232,0.305,0.537,1,0,0.0,2,566,3.16,37.0,1,3,0,0,0,0,13,0.84,141,111,7,0,0,370,0.65,1,0,1,0,39,1.3,0.25,15.3,0,5.0,9.73,1.95,5.59,3.16,0.73,0,0,0,3,1,MXC,2
2024,673,Aguilas de Mexicali,691928,Patricio Ress,1,RP,6,0,5,5,2,3,0,0,4,2,0,8,0,0.364,22,0.417,0.5,0.917,2,0,0.0,0,96,3.18,5.2,0,1,0,0,0,0,2,1.76,24,17,6,0,0,56,0.58,0,0,1,0,11,1.0,0.0,16.94,2,2.0,6.35,3.18,12.71,3.18,0.0,7,2,0,0,0,MXC,0
2024,673,Aguilas de Mexicali,690909,Daniel Cruz,1,RP,12,0,13,12,5,0,0,1,13,4,1,10,0,0.222,45,0.275,0.289,0.564,1,0,0.0,0,203,3.46,13.0,2,0,0,1,0,1,5,1.08,52,39,12,0,0,134,0.66,0,0,1,0,13,1.08,1.0,15.62,3,3.25,9.0,2.77,6.92,3.46,0.69,9,4,0,1,2,MXC,0
2024,673,Aguilas de Mexicali,810862,Angel Lopez,1,RP,15,0,13,6,5,3,0,1,11,6,0,11,2,0.268,41,0.388,0.415,0.803,0,1,100.0,0,215,3.6,10.0,0,1,0,0,4,0,4,1.7,49,30,15,0,0,125,0.58,2,1,2,0,17,2.17,0.0,21.5,1,1.83,9.9,5.4,9.9,4.5,0.9,12,3,0,0,0,MXC,0
2024,673,Aguilas de Mexicali,805321,Trevor Kuncl,1,RP,13,0,9,10,6,1,0,1,16,5,0,7,0,0.171,41,0.255,0.268,0.523,0,1,100.0,0,219,3.75,12.0,0,0,0,0,9,0,5,1.0,47,36,13,0,0,139,0.63,0,0,0,0,11,0.9,,18.25,0,3.2,12.0,3.75,5.25,4.5,0.75,0,0,0,0,1,MXC,0
2024,673,Aguilas de Mexicali,661309,Adrián Martínez,1,SP,4,4,20,13,9,6,1,0,13,4,0,17,1,0.27,63,0.324,0.397,0.721,1,6,85.7,1,270,4.96,16.1,1,1,0,0,0,0,9,1.29,68,49,4,0,0,170,0.63,1,0,2,0,25,1.54,0.5,16.53,0,3.25,7.16,2.2,9.37,4.96,0.0,0,0,0,0,0,MXC,0
2024,673,Aguilas de Mexicali,677076,Clayton Andrews,1,RP,12,0,11,6,5,2,0,0,11,4,0,5,1,0.156,32,0.27,0.219,0.489,0,3,100.0,0,162,5.0,9.0,0,1,0,1,3,1,5,1.0,38,27,12,0,0,102,0.63,1,0,1,0,7,1.83,0.0,18.0,1,2.75,11.0,4.0,5.0,5.0,0.0,5,2,0,1,0,MXC,0
2024,673,Aguilas de Mexicali,623985,Manuel Chavez,1,SP,7,7,23,22,17,5,0,4,24,11,0,27,1,0.29,93,0.368,0.473,0.841,0,5,100.0,3,442,5.92,24.1,0,1,0,0,0,0,16,1.56,108,73,7,0,0,262,0.59,1,0,0,0,44,1.05,0.0,18.16,0,2.18,8.88,4.07,9.99,6.29,1.48,0,0,0,2,1,MXC,0
2024,673,Aguilas de Mexicali,675132,Yamil Castillo,1,RP,8,0,12,11,7,2,0,1,4,3,0,11,2,0.289,38,0.372,0.421,0.793,0,1,100.0,0,136,6.0,9.0,1,0,0,0,0,0,6,1.56,43,27,8,0,0,85,0.63,2,0,2,0,16,1.09,1.0,15.11,3,1.33,4.0,3.0,11.0,7.0,1.0,9,6,0,0,0,MXC,0
2024,673,Aguilas de Mexicali,671760,Mario Jimenez,1,RP,6,0,6,4,4,0,0,0,2,4,1,4,0,0.267,15,0.4,0.267,0.667,0,1,100.0,0,78,8.1,3.1,0,0,0,0,0,0,3,2.4,20,10,6,0,0,41,0.53,0,0,2,0,4,1.5,,23.4,1,0.5,5.4,10.8,10.8,10.8,0.0,7,3,0,0,1,MXC,0
2024,673,Aguilas de Mexicali,699063,Pedro Santillan,1,RP,5,0,5,5,6,2,0,0,2,6,0,6,2,0.333,18,0.538,0.444,0.982,0,0,,2,92,11.57,4.2,0,1,0,0,0,0,6,2.57,26,14,5,0,0,50,0.54,2,0,0,0,8,1.0,0.0,19.71,1,0.33,3.86,11.57,11.57,11.57,0.0,0,0,0,0,0,MXC,0
2024,673,Aguilas de Mexicali,692271,Jose Luis Reyes,1,"SP, RP",4,1,8,3,8,8,0,0,5,4,0,13,0,0.464,28,0.515,0.75,1.265,0,0,,0,133,12.71,5.2,0,0,0,0,0,0,8,3.0,33,17,4,0,0,68,0.51,0,0,0,1,21,2.67,,23.47,0,1.25,7.94,6.35,20.65,12.71,0.0,3,3,0,0,1,MXC,0
2024,673,Aguilas de Mexicali,820906,Reynaldo Alvarez,1,"SP, RP",4,1,1,4,9,3,1,1,7,3,0,10,1,0.5,20,0.538,0.9,1.438,0,0,,0,110,16.62,4.1,0,3,0,1,0,1,8,3.0,26,13,4,0,0,69,0.63,1,0,1,0,18,0.25,0.0,25.38,1,2.33,14.54,6.23,20.77,18.69,2.08,2,2,0,0,2,MXC,0
2024,674,Charros de Jalisco,677915,Dario Gardea,1,RP,9,0,7,9,1,1,0,0,8,4,0,6,2,0.2,30,0.333,0.233,0.566,0,0,,2,140,0.0,8.1,0,0,0,0,0,0,0,1.2,36,25,9,0,0,82,0.59,2,0,1,0,7,0.78,,16.8,6,2.0,8.64,4.32,6.48,1.08,0.0,0,0,0,0,0,JAL,0
2024,674,Charros de Jalisco,624647,Victor González,1,RP,3,0,4,1,0,0,0,0,0,2,0,0,0,0.0,5,0.286,0.0,0.286,0,0,,1,28,0.0,2.0,0,0,0,0,1,0,0,1.0,7,6,3,0,0,13,0.46,0,0,0,0,0,4.0,,14.0,0,0.0,0.0,9.0,0.0,0.0,0.0,0,0,0,0,0,JAL,0
2024,674,Charros de Jalisco,616617,Adrian Gusman,1,RP,13,0,17,12,0,0,0,0,10,1,0,5,0,0.114,44,0.133,0.114,0.247,0,0,,0,186,0.0,13.1,1,0,0,0,4,0,0,0.45,45,40,13,0,0,124,0.67,0,0,0,0,5,1.42,1.0,13.95,0,10.0,6.75,0.68,3.38,0.0,0.0,8,1,0,0,0,JAL,0
2024,674,Charros de Jalisco,802581,Alejandro Morales,1,RP,3,0,0,4,1,0,0,0,4,1,0,5,0,0.385,13,0.429,0.385,0.814,1,1,50.0,0,58,0.0,3.0,0,0,0,0,0,0,0,2.0,14,9,3,0,0,34,0.59,0,0,0,0,5,0.0,,19.33,0,4.0,12.0,3.0,15.0,3.0,0.0,1,1,0,0,0,JAL,0
